date,open,high,low,close,orb_high,orb_low,atr
2024-02-15,58.8000,59.2200,57.7300,59.0200,58.9400,58.3800,2.1557
2024-02-16,59.1600,59.2100,57.1100,57.4000,59.2100,58.7700,2.1729
2024-02-20,56.5800,57.1800,54.5500,56.0800,57.1800,56.1600,2.2679
2024-02-21,54.9700,55.4200,53.8200,55.3800,55.1300,54.6800,2.1900
2024-02-22,58.7800,60.6000,58.4900,60.2100,59.0000,58.4900,2.4200
2024-02-23,60.8300,61.2200,59.2200,59.6200,61.2200,60.7400,2.3371
2024-02-26,59.9400,60.3700,59.4300,59.5400,60.2800,59.8500,2.2721
2024-02-27,59.9600,60.0900,58.8700,59.9400,60.0500,59.5500,2.2164
2024-02-28,59.0300,59.5300,58.5500,58.9500,59.2200,58.8000,2.1700
2024-02-29,60.0800,60.8500,58.7800,60.4400,60.5000,60.0000,2.2557
2024-03-01,60.7500,63.5100,60.7300,63.1400,61.2400,60.7300,2.3300
2024-03-04,63.1000,63.2800,62.3000,62.3700,63.1400,62.6600,2.2664
2024-03-05,61.1000,61.1000,58.0200,59.0200,61.1000,60.3200,2.2829
2024-03-06,60.7400,61.4300,59.3500,60.1400,60.9600,60.3900,2.3107
2024-03-07,61.5500,63.3200,60.9100,62.8200,61.9700,61.3800,2.4314
2024-03-08,62.9200,64.1300,59.7700,60.0400,63.2800,62.6100,2.5929
2024-03-11,59.4100,59.8800,58.5600,59.3500,59.5300,58.7200,2.4950
2024-03-12,60.2900,62.0400,58.9600,61.9000,60.5600,59.4200,2.5536
2024-03-13,61.4400,61.4600,59.9600,60.4200,61.4600,60.9400,2.3193
2024-03-14,60.8700,61.1000,58.7900,59.9300,61.1000,60.4900,2.3414
2024-03-15,58.6900,58.9300,57.2800,57.7500,58.9300,58.2100,2.4636
2024-03-18,59.8800,60.8000,59.2900,59.3700,60.4300,59.8100,2.5943
2024-03-19,58.5400,59.9800,57.6800,59.8200,58.6400,57.9100,2.6593
2024-03-20,60.0700,61.8300,59.3600,61.7100,60.2300,59.6200,2.6879
2024-03-21,63.7600,63.9500,62.4200,62.4700,63.8000,63.4100,2.6286
2024-03-22,62.2600,63.1700,61.9000,62.6300,62.3500,62.0800,2.6493
2024-03-25,61.4800,62.6300,61.0600,61.9900,61.7100,61.3200,2.4507
2024-03-26,62.6100,63.0100,61.2800,61.3800,62.8800,62.4300,2.4021
2024-03-27,62.5700,62.6300,60.7100,61.9500,62.6300,61.8100,2.3121
2024-03-28,61.8900,62.2300,61.4000,61.5400,61.9200,61.4400,2.0600
2024-04-01,61.9200,62.9900,61.1200,61.9300,62.8800,61.7600,2.0879
2024-04-02,59.8700,60.4200,59.0000,60.2800,59.9100,59.4400,2.0771
2024-04-03,59.4000,61.4600,59.3800,60.6500,59.8300,59.3800,2.0871
2024-04-04,62.3500,62.6100,57.7400,57.8100,62.6100,62.2100,2.2700
2024-04-05,58.4000,60.9300,58.0500,59.8700,58.7000,58.0700,2.3036
2024-04-08,60.2100,60.6600,59.3100,59.8800,60.2800,59.3500,2.1821
2024-04-09,60.8100,60.9400,58.5700,60.5300,60.9400,60.3400,2.1871
2024-04-10,58.3600,59.2800,58.0600,58.8900,58.8600,58.1600,2.1871
2024-04-11,59.6200,62.0600,58.6800,61.7100,59.7200,59.2400,2.2686
2024-04-12,59.8800,60.3500,58.1200,58.7200,60.1900,59.7200,2.4343
2024-04-15,60.1900,60.2300,55.4400,55.7500,60.2300,59.4700,2.6643
2024-04-16,55.6900,56.8100,55.2400,55.7700,55.8700,55.3800,2.6529
2024-04-17,56.5400,56.5500,53.3500,53.7000,56.5500,56.1300,2.7443
2024-04-18,53.8900,54.5600,52.5100,52.7100,53.9400,52.7800,2.8314
2024-04-19,52.2800,52.4700,48.8500,49.4500,52.2800,51.7200,2.9736
2024-04-22,50.3800,51.7700,49.1700,50.9300,50.5300,50.1700,2.9500
2024-04-23,51.6200,53.6200,51.4900,53.2200,51.9200,51.4900,2.9936
2024-04-24,54.3200,54.9100,52.8300,53.6600,54.7300,54.1700,2.7943
2024-04-25,50.9000,53.1900,50.4800,52.8400,50.9400,50.4800,2.7986
2024-04-26,54.0300,55.8700,53.7700,55.3100,54.6500,53.7700,2.9186
2024-04-29,56.0800,56.3400,54.8700,55.9400,56.3400,55.7900,2.8543
2024-04-30,55.3000,55.8500,52.7300,52.7300,55.5000,55.1900,2.9071
2024-05-01,52.1900,54.8000,51.2700,51.5600,52.3400,51.9000,2.9179
2024-05-02,52.9200,53.8500,51.2000,53.5200,53.0900,52.3600,2.8507
2024-05-03,56.3300,57.1100,55.7300,56.7200,56.4000,55.9800,2.7650
2024-05-06,57.4200,58.6000,57.1100,58.6000,57.6700,57.1100,2.7871
2024-05-07,58.7200,59.2300,58.2800,58.5600,58.9700,58.6000,2.6264
2024-05-08,57.4900,59.0200,57.4500,58.4600,57.9100,57.4500,2.5921
2024-05-09,58.5000,59.0000,57.7500,58.7700,58.6600,58.2100,2.4057
2024-05-10,59.3600,60.0700,58.5400,59.1600,59.8000,59.2000,2.3293
2024-05-13,59.9200,59.9700,58.9800,59.5700,59.9700,59.4700,2.2079
2024-05-14,59.3600,60.9000,59.2800,60.7000,59.6400,59.2800,2.1750
2024-05-15,61.6900,63.6200,61.0600,63.5000,61.9000,61.5100,2.1564
2024-05-16,63.3600,64.2000,62.9900,63.0800,63.5500,63.2900,2.0264
2024-05-17,63.0900,63.3600,62.0200,62.9600,63.2600,62.9700,2.0171
2024-05-20,63.0200,64.5300,62.9400,64.2600,63.7000,62.9400,1.9014
2024-05-21,63.4400,64.6700,63.3500,64.5900,63.7200,63.3500,1.7436
2024-05-22,64.6800,65.0000,63.4200,64.5200,64.8800,64.6300,1.6671
2024-05-23,66.5000,66.5100,62.8000,63.5700,66.5100,65.9800,1.6757
2024-05-24,64.2500,65.8900,63.9400,65.3700,64.4000,63.9500,1.7071
2024-05-28,65.8600,66.1000,64.8000,66.0900,66.0300,65.5200,1.7321
2024-05-29,64.2400,65.4400,64.2000,64.6900,64.7800,64.2000,1.7550
2024-05-30,64.2500,64.3000,61.9900,62.5600,64.3000,63.5500,1.8586
2024-05-31,62.6000,62.8900,58.9600,62.5700,62.7500,62.3200,2.0300
2024-06-03,63.7200,64.1500,60.9600,63.1300,63.9100,63.5700,2.1871
2024-06-04,62.9900,64.1300,62.2700,63.6000,63.1200,62.4200,2.2043
2024-06-05,65.1200,67.4800,64.6500,67.4600,65.1500,64.7700,2.2729
2024-06-06,67.7400,67.8800,66.8500,67.3800,67.8500,67.5600,2.2600
2024-06-07,67.1200,68.3300,66.6200,67.1100,67.1200,66.6200,2.2864
2024-06-10,66.5900,68.0600,66.4800,67.8900,66.9600,66.4800,2.2857
2024-06-11,67.3200,69.3200,66.6600,69.2700,67.6600,67.2100,2.3814
2024-06-12,71.0100,73.0200,70.7200,71.9800,71.5500,70.7200,2.5364
2024-06-13,73.5700,73.8900,72.0700,73.1200,73.8700,73.3900,2.4079
2024-06-14,72.9500,74.2100,72.7300,74.1800,73.2400,72.7300,2.3479
2024-06-17,74.2800,77.7200,73.6700,76.8800,74.4500,73.9500,2.5443
2024-06-18,76.8300,77.2400,76.0600,76.9000,77.1400,76.7000,2.4936
2024-06-20,77.4600,77.6600,74.2200,75.0800,77.5500,76.9100,2.5464
2024-06-21,74.9000,75.5300,73.7200,74.3800,75.0100,74.4800,2.3950
2024-06-24,73.8200,74.6300,71.8000,71.8600,74.3000,73.6700,2.3693
2024-06-25,72.7900,74.4300,72.3700,74.2900,72.8800,72.3700,2.4200
2024-06-26,73.5900,74.7000,73.4100,74.4500,73.8400,73.5000,2.2350
2024-06-27,74.3200,75.7000,73.9200,74.9800,75.5400,74.3100,2.2886
2024-06-28,75.2900,77.5300,73.4500,73.7200,75.5600,74.9400,2.4579
2024-07-01,74.1600,75.2900,72.4100,75.0200,74.3300,73.6800,2.5507
2024-07-02,74.2900,77.3800,74.2400,77.3600,75.1300,74.2400,2.5850
2024-07-03,76.9500,79.3100,76.9500,79.2200,77.5500,76.9500,2.4857
2024-07-05,79.5700,81.8500,79.4300,81.6600,80.2000,79.5500,2.5371
2024-07-08,81.8100,82.4700,81.2800,82.2100,81.9500,81.4300,2.5164
2024-07-09,82.9200,83.4900,81.6200,82.3800,83.4000,82.8900,2.3607
2024-07-10,83.3200,85.2000,82.6700,84.9400,83.4300,82.8700,2.4779
2024-07-11,84.9700,85.0600,78.7000,79.3000,85.0600,84.6400,2.6864
2024-07-12,79.5100,82.9400,79.2900,80.6100,79.8300,79.2900,2.8179
2024-07-15,81.4700,83.6200,80.2300,81.2600,81.8500,81.3700,2.8579
2024-07-16,81.9400,82.3500,79.7400,81.3100,82.3500,81.7300,2.8607
2024-07-17,77.3300,77.5700,74.0900,74.1400,77.5700,76.9400,3.2843
2024-07-18,75.8200,75.9200,71.5500,73.0500,75.9200,75.1800,3.4693
2024-07-19,72.8200,73.9700,70.4400,71.0100,73.5100,72.4500,3.4300
2024-07-22,73.6500,74.6300,72.1200,74.1600,73.9100,72.8700,3.4829
2024-07-23,73.7300,75.1300,73.1400,73.3500,74.2300,73.4600,3.4007
2024-07-24,70.2300,70.3900,65.0400,65.4300,70.3900,69.0000,3.8257
2024-07-25,65.5600,67.3400,62.1300,63.2400,65.6500,64.4500,4.0100
2024-07-26,65.0000,66.3400,63.7800,65.1400,65.0200,64.2600,4.1464
2024-07-29,66.2700,67.1900,64.5200,65.4500,66.6900,65.6300,4.2036
2024-07-30,66.2800,66.6000,61.3400,62.7300,66.4500,65.9500,4.3779
2024-07-31,66.9800,69.0000,66.3800,68.3200,67.1800,66.3800,4.3714
2024-08-01,68.5800,70.2200,61.7000,63.3300,69.0400,68.3700,4.7193
2024-08-02,59.6500,60.7200,57.0000,58.7400,60.3000,58.5400,4.9293
2024-08-05,49.3300,56.1900,48.8000,53.6300,52.2300,48.8000,5.4529
2024-08-06,54.1300,57.7500,53.1400,54.9800,54.9900,53.7300,5.2664
2024-08-07,57.5700,58.5100,53.0000,53.1900,58.3500,57.4300,5.3479
2024-08-08,55.4500,58.3500,54.0100,58.0400,55.5800,54.7200,5.4643
2024-08-09,57.4400,59.5300,57.0000,58.9200,58.1700,57.4100,5.3864
2024-08-12,59.2300,60.4000,58.1100,59.2600,59.5200,58.9500,5.4079
2024-08-13,60.9700,63.7100,60.9000,63.6000,61.5700,60.9000,5.1321
2024-08-14,63.9900,64.6400,61.8600,63.6800,64.3600,63.4600,4.9586
2024-08-15,66.1300,68.6300,65.9800,68.4700,66.5200,65.9800,5.0907
2024-08-16,67.6200,69.2600,67.1900,68.6500,67.7500,67.1900,5.0479
2024-08-19,68.6800,71.3500,67.8800,71.3300,68.7800,68.0600,4.9200
2024-08-20,70.9000,72.0600,70.0900,70.8200,71.4100,70.8800,4.6129
2024-08-21,71.1800,72.6600,70.4200,71.8500,71.2600,70.8700,4.1643
2024-08-22,72.8600,73.1600,67.9200,68.3700,73.1600,72.5600,4.0864
2024-08-23,70.2000,71.7200,68.5000,70.5400,70.2900,69.6900,3.6157
2024-08-26,70.2700,70.6700,67.5300,68.4400,70.6700,70.0400,3.5107
2024-08-27,67.7300,69.5000,66.8500,69.0500,67.8800,67.1400,3.3064
2024-08-28,68.8000,69.1200,65.1500,66.6400,69.1200,68.3700,3.2214
2024-08-29,67.4500,69.4300,65.7900,66.3400,68.6000,67.2500,3.3007
2024-08-30,68.1200,68.8700,66.1800,68.6600,68.2800,67.6400,3.3293
2024-09-03,67.2600,67.3200,61.2900,62.3400,67.3200,66.2000,3.5379
2024-09-04,61.0400,63.3700,60.6500,61.8200,61.5400,60.8500,3.5336
2024-09-05,61.1400,63.7200,60.7200,62.0100,62.5800,61.1300,3.3943
2024-09-06,61.6100,61.9700,56.7200,57.0000,61.9700,60.4200,3.6243
2024-09-09,58.5700,59.4900,57.3300,59.1200,58.9700,58.3400,3.5543
2024-09-10,59.7800,60.9200,58.2000,60.7200,60.4000,59.4600,3.6079
2024-09-11,61.1800,64.9500,57.7700,64.5800,61.2100,60.4500,3.9607
2024-09-12,64.6400,66.8900,63.8900,66.5400,64.9400,64.1400,3.8007
2024-09-13,66.1600,67.8700,66.0500,67.3600,66.9000,66.0500,3.6914
2024-09-16,66.4200,66.7100,65.0200,66.4600,66.4600,65.2900,3.6343
2024-09-17,67.7000,68.2600,65.4700,66.5200,68.0200,67.3100,3.6443
2024-09-18,67.0200,68.7600,65.3900,65.6100,67.0700,66.4000,3.6014
2024-09-19,70.3000,71.8000,69.4100,70.6200,70.3500,69.7900,3.7836
2024-09-20,70.1500,70.6800,68.3100,70.1000,70.6600,70.1300,3.7607
2024-09-23,70.6200,71.1500,70.0400,70.6600,70.7100,70.1600,3.3136
2024-09-24,71.2800,72.0900,69.3800,71.6500,71.4600,70.9100,3.3129
2024-09-25,71.1400,72.4900,71.0500,71.6600,71.8300,71.1000,3.2014
2024-09-26,74.9200,75.0700,71.5800,73.1700,75.0700,74.0700,3.0729
2024-09-27,73.6200,73.6700,71.3900,71.9500,73.6700,72.8700,3.0579
2024-09-30,71.4600,72.6200,70.1800,72.4700,72.3500,71.3700,3.0379
2024-10-01,72.2800,72.4300,67.7000,69.4000,72.4300,70.5300,2.8657
2024-10-02,69.0100,70.5400,67.8700,69.6900,69.2500,68.2800,2.8421
2024-10-03,68.7300,70.8100,68.3900,69.5100,69.4600,68.5600,2.8850
2024-10-04,72.0000,72.1600,69.7800,71.9800,72.1000,71.5600,2.9071
2024-10-07,71.0500,71.5800,69.0500,69.5700,71.3400,70.8300,2.9171
2024-10-08,70.6600,72.9800,70.3100,72.6800,70.7900,70.3100,2.9200
2024-10-09,72.5200,74.6300,72.0600,74.3900,72.6000,72.1000,2.6614
2024-10-10,73.3200,74.9500,72.7200,74.1200,73.6600,73.1100,2.6514
2024-10-11,73.1800,74.8000,72.9000,74.3200,73.2500,72.9000,2.7079
2024-10-15,76.3500,76.6500,72.1400,73.1100,76.6500,76.0600,2.8364
2024-10-16,73.2600,73.4900,71.6700,73.1300,73.2900,72.3500,2.8636
2024-10-17,75.5800,75.6000,73.2500,73.3300,75.6000,73.7500,2.7907
2024-10-18,74.4600,75.1500,74.1200,74.6700,74.5200,74.1200,2.7579
2024-10-21,74.0800,75.4300,73.1800,75.0700,74.7200,74.0100,2.7443
2024-10-22,73.8100,75.9500,73.4500,75.2900,74.1900,73.4500,2.5821
2024-10-23,74.1600,74.4700,70.2800,71.7800,74.4700,73.8700,2.7493
2024-10-24,73.4200,73.8000,72.2400,73.5000,73.4400,72.7700,2.7207
2024-10-25,74.7000,77.0000,74.3900,74.7400,75.5700,74.6800,2.7814
2024-10-28,76.1900,76.1900,74.6600,74.8000,76.1900,75.5300,2.6814
2024-10-29,74.9200,77.4600,74.0700,76.8800,75.0800,74.0700,2.6800
2024-10-30,76.5500,76.9800,74.9400,75.1600,76.6500,75.9700,2.6421
2024-10-31,73.3100,73.3300,69.4200,69.4400,73.3300,72.0800,2.8929
2024-11-01,70.0800,72.3600,69.9700,70.9000,70.6500,69.9700,2.9657
2024-11-04,70.6400,71.7600,69.5100,70.2700,70.8600,69.5100,2.8043
2024-11-05,70.9500,73.2400,70.9100,72.9500,71.8400,70.9100,2.8864
2024-11-06,76.6600,79.2300,76.1900,78.8500,77.8200,76.5100,3.1586
2024-11-07,80.1600,82.9300,80.1000,82.5900,80.8800,80.1000,3.3200
2024-11-08,82.2100,83.1100,81.9100,82.7400,82.7500,82.2100,3.2450
2024-11-12,82.5400,82.9700,80.6500,82.1400,82.8500,82.1400,3.2321
2024-11-13,81.8600,83.1000,80.6800,81.7900,82.1700,81.6800,3.0471
2024-11-14,81.5900,82.0300,79.6200,80.0500,82.0300,81.5600,3.0750
2024-11-15,77.2700,77.4500,73.2900,74.2200,77.4500,76.5800,3.3079
2024-11-18,74.9500,76.7400,74.3100,75.7700,75.0700,74.5500,3.3786
2024-11-19,74.5500,77.5500,74.4200,77.2800,74.9900,74.4200,3.3600
2024-11-20,77.1500,77.2900,74.1100,77.1600,77.1900,76.1400,3.4414
2024-11-21,78.5500,78.8800,74.5600,77.9500,78.8800,75.8400,3.3400
2024-11-22,77.6400,78.6100,76.8800,78.2600,78.1600,77.4600,3.2550
2024-11-25,80.1600,80.8700,77.5400,78.6100,80.6300,79.4900,3.3321
2024-11-26,79.2900,80.2500,78.8900,79.8500,80.0000,79.2900,3.2371
2024-11-27,79.2900,79.3100,76.3300,77.9000,79.3100,78.3500,3.0400
2024-11-29,78.1300,80.1700,77.8500,79.8600,78.5200,77.8500,2.9143
2024-12-02,80.4800,82.9500,80.2900,82.4900,81.5500,80.2900,3.0493
2024-12-03,81.8000,83.3300,81.5300,83.2100,82.2600,81.5300,3.0121
2024-12-04,84.8700,86.3700,84.5100,86.2600,85.0800,84.5100,3.0650
2024-12-05,86.2500,86.6400,85.3400,85.5400,86.4600,86.0600,2.9857
2024-12-06,85.7800,87.8700,85.7200,87.7500,86.3600,85.7200,2.6693
2024-12-09,87.2500,87.6700,85.0800,85.6700,87.5800,86.8600,2.6800
2024-12-10,86.2500,87.1200,84.0500,84.7300,86.3700,85.9200,2.6757
2024-12-11,86.8800,89.6200,86.6800,89.3100,87.3000,86.6800,2.7979
2024-12-12,88.1300,88.7700,87.2800,87.5200,88.1600,87.6600,2.6343
2024-12-13,89.4200,90.7700,87.8500,89.4300,89.9900,89.3600,2.7429
2024-12-16,90.7000,93.7900,90.6700,93.3000,91.1700,90.6700,2.8164
2024-12-17,92.3300,92.9100,91.1700,92.0600,92.3600,91.6200,2.8514
2024-12-18,91.6500,92.5700,81.2900,82.1100,91.9300,90.8000,3.4057
2024-12-19,84.2800,84.5400,80.7500,80.9400,84.5400,83.0500,3.5107
2024-12-20,79.0600,85.8600,78.5000,83.0200,80.1900,78.7500,3.8157
2024-12-23,83.4500,85.2400,81.8300,85.0600,84.1000,83.3200,3.9307
2024-12-24,85.9500,88.4800,85.6400,88.4700,86.2500,85.6400,3.9493
2024-12-26,87.6200,89.0800,86.5900,88.2200,88.2100,87.5500,4.0343
2024-12-27,86.3700,86.5900,82.2800,84.6400,86.5900,84.8200,4.2921
2024-12-30,81.2000,83.0600,79.4100,81.2200,81.2900,80.2900,4.4750
2024-12-31,81.8000,82.1600,78.6800,79.1200,82.1600,80.9300,4.5043
2025-01-02,80.5300,81.6100,76.5300,78.5900,80.8100,78.6000,4.5179
2025-01-03,79.9900,82.9100,79.6200,82.4100,81.3000,79.8100,4.6814
2025-01-06,84.9700,86.8500,84.0300,85.2000,85.7500,84.8600,4.7664
2025-01-07,85.7200,85.8900,79.7000,80.6100,85.8900,84.6000,4.8971
2025-01-08,80.5600,81.4100,78.4400,80.6100,80.8600,79.8800,4.9571
2025-01-10,78.8000,78.8200,75.2300,76.7700,78.8200,77.3900,4.5357
2025-01-13,74.0400,76.2000,73.3400,76.0500,74.2500,73.3800,4.5100
2025-01-14,77.4200,78.0600,74.1900,75.7500,77.9800,76.8600,4.2607
2025-01-15,79.3100,81.4800,78.6000,80.8900,79.6800,78.6000,4.4264
2025-01-16,82.0100,82.0500,79.2000,79.2300,82.0500,80.9900,4.3857
2025-01-17,83.6900,83.9400,81.8400,83.1600,83.7400,82.1800,4.5443
2025-01-21,84.4500,85.1500,82.3300,84.5300,84.5300,83.5200,4.3214
2025-01-22,86.8400,88.9100,86.7100,87.8100,87.6200,86.7100,4.2607
2025-01-23,86.5400,88.3800,86.2700,88.3800,86.8000,86.2700,4.1629
2025-01-24,88.4300,88.8300,86.0100,86.7500,88.5200,87.8800,4.0014
2025-01-27,77.5800,81.0300,77.1800,79.0700,79.5200,77.3500,4.3764
2025-01-28,79.5800,83.1700,78.0000,82.6500,79.7700,78.4900,4.4286
2025-01-29,82.9100,82.9800,80.2600,82.1000,82.9800,82.0700,4.1807
2025-01-30,83.4700,84.5900,80.8600,83.1700,83.6900,82.8600,4.2350
2025-01-31,84.9500,87.0900,82.1800,82.7100,85.6600,84.8200,4.2014
2025-02-03,78.5300,81.9900,77.3400,80.7100,79.6400,78.0600,4.3400
2025-02-04,80.9000,83.9400,80.7300,83.6800,82.0400,80.7300,4.2943
2025-02-05,82.3500,84.8200,81.7600,84.7500,82.7700,81.9800,4.1036
2025-02-06,84.9600,86.1300,84.1900,86.0300,84.9900,84.5000,4.0386
2025-02-07,86.2600,87.1900,82.3500,82.7200,87.1900,86.0700,4.0479
2025-02-10,84.7400,86.2000,84.5000,85.6600,84.9900,84.5000,4.0950
2025-02-11,84.0600,85.9900,84.0100,85.0300,85.1400,84.0100,3.9236
2025-02-12,82.2800,85.6100,82.1000,85.1800,83.1500,82.1000,4.0236
2025-02-13,85.9800,88.9600,85.5800,88.8100,86.9300,85.5800,4.0921
2025-02-14,88.8100,90.1800,88.6000,89.8300,89.1900,88.6000,3.5214
2025-02-18,90.6300,90.7500,88.7500,90.3900,90.7500,90.2100,3.2950
2025-02-19,90.0000,91.1200,88.9200,90.4800,90.1800,89.5800,3.2579
2025-02-20,90.0500,90.2300,86.8900,89.2600,90.2300,89.6000,3.2479
2025-02-21,89.7700,89.7900,83.4700,83.6700,89.7900,88.8400,3.3486
2025-02-24,84.5000,85.0500,80.5000,80.6600,85.0500,83.8500,3.2900
2025-02-25,80.3300,80.3800,75.7800,77.5700,80.3800,79.5600,3.4079
2025-02-26,78.5700,80.4500,76.6900,78.0700,78.9700,78.0400,3.4579
2025-02-27,79.7200,80.1700,71.4800,71.6000,80.1700,79.2700,3.9400
2025-02-28,71.4600,75.1700,70.0700,74.9300,71.6100,70.0700,3.9586
2025-03-03,76.3700,77.0500,68.4300,70.0700,77.0500,75.4000,4.3257
2025-03-04,68.7500,72.7700,66.0100,69.2700,69.6400,67.9000,4.6671
2025-03-05,69.5500,72.6900,67.4900,72.0200,69.8300,68.4700,4.7879
2025-03-06,68.3700,70.5000,65.1700,66.0700,68.4700,67.5100,5.0071
2025-03-07,65.5400,68.0100,62.8900,67.4300,66.4200,65.4400,5.2600
2025-03-10,64.0000,64.1900,57.8800,59.8100,64.1500,63.0500,5.7993
2025-03-11,59.3900,61.8500,57.3700,59.1400,60.5000,59.0700,5.9621
2025-03-12,61.9400,62.6600,59.1600,61.1600,62.6500,61.7100,5.9571
2025-03-13,60.8000,60.8500,57.0400,57.7800,60.8500,60.0500,5.8000
2025-03-14,59.7100,62.2300,59.5100,61.9100,60.9500,59.6100,5.7929
2025-03-17,61.8700,64.2800,61.1500,63.0700,63.0500,61.7100,5.6679
2025-03-18,61.7700,61.7800,59.0100,59.9100,61.7800,60.5700,5.6893
2025-03-19,60.6800,63.9100,59.9400,62.2000,60.9300,60.3100,5.3543
2025-03-20,60.6600,63.6300,60.3700,61.5900,61.7100,60.3700,5.2229
2025-03-21,59.5300,62.4200,59.0700,62.2300,60.0500,59.0700,4.8464
2025-03-24,65.0600,66.5300,64.8100,66.1300,65.4200,64.8100,4.6707
2025-03-25,66.4700,67.3800,66.0900,67.3000,66.6700,66.2500,4.3914
2025-03-26,66.6400,66.9900,62.7600,63.4100,66.9900,66.3600,4.2264
2025-03-27,62.6000,64.2300,61.7500,62.2900,63.0000,61.8000,4.0379
2025-03-28,61.5100,61.8100,56.9700,57.3400,61.6100,60.8700,3.7357
2025-03-31,54.7300,57.6300,53.0400,57.3000,54.9400,53.3800,3.7436
2025-04-01,56.6800,59.0000,55.6200,58.6300,57.1400,56.3000,3.7336
2025-04-02,56.1900,61.2000,56.0900,59.9300,57.8800,56.0900,3.8043
2025-04-03,52.4400,53.8300,50.1100,50.3000,53.8300,52.3100,4.1879
2025-04-04,46.0000,46.7800,41.0300,41.0900,46.7800,45.2300,4.6264
2025-04-07,36.7500,46.8300,35.0000,41.2500,37.1400,35.5000,5.1814
2025-04-08,45.3700,46.8100,37.1000,38.9300,45.7400,44.7600,5.5893
2025-04-09,38.7600,53.4100,38.7300,52.6800,40.3100,38.7300,6.4050
2025-04-10,48.6800,49.3400,41.5700,46.1600,49.3400,48.2600,6.9593
