date,open,high,low,close,orb_high,orb_low
2022-03-16,332.17,340.44,328.4,340.39,333.98,332.01
2022-03-17,338.37,344.5,337.04,344.36,338.92,337.04
2022-03-18,342.74,351.79,341.55,351.49,343.54,341.55
2022-03-21,350.2,352.48,345.57,350.14,351.51,349.86
2022-03-22,350.57,357.85,350.2,356.96,352.97,350.2
2022-03-23,353.99,357.66,351.77,351.82,354.34,352.51
2022-03-24,353.75,359.7,351.59,359.64,353.89,352.56
2022-03-25,359.58,360.67,354.94,359.36,360.18,358.49
2022-03-28,359.34,365.01,358.07,365.0,362.03,359.26
2022-03-29,368.86,371.83,366.06,371.16,370.72,368.63
2022-03-30,369.28,370.98,365.57,367.19,370.08,368.71
2022-03-31,367.24,367.6,361.68,362.04,367.46,365.42
2022-04-01,362.81,363.61,358.59,361.91,363.61,361.96
2022-04-04,362.71,369.31,362.44,369.27,364.49,362.44
2022-04-05,367.81,368.54,360.0,361.13,368.54,367.28
2022-04-06,355.65,356.78,350.56,353.17,356.61,354.81
2022-04-07,352.24,356.35,348.69,354.13,355.0,352.09
2022-04-08,352.32,353.09,348.5,349.08,352.54,350.26
2022-04-11,344.81,345.75,340.53,340.88,345.27,343.56
2022-04-12,345.76,347.69,338.03,339.53,345.82,343.68
2022-04-13,339.81,347.43,339.06,346.36,341.31,339.06
2022-04-14,346.44,346.97,338.21,338.4,346.97,345.18
2022-04-18,337.35,341.04,335.79,338.96,339.35,337.31
2022-04-19,338.03,346.85,336.98,346.13,339.2,337.25
2022-04-20,347.09,347.56,339.97,341.05,347.56,345.37
2022-04-21,345.17,347.87,333.2,334.23,347.87,344.98
2022-04-22,334.33,335.56,324.98,325.41,335.56,332.93
2022-04-25,323.73,329.9,322.43,329.63,325.6,323.06
2022-04-26,327.47,327.66,316.85,316.9,327.66,325.03
2022-04-27,317.24,322.88,315.0,316.73,320.05,316.94
2022-04-28,321.85,329.89,317.52,327.93,323.51,321.02
2022-04-29,323.7,327.23,312.6,313.24,325.81,322.21
2022-05-02,312.82,318.72,309.64,318.45,314.01,310.44
2022-05-03,318.5,321.17,315.98,318.91,318.67,316.49
2022-05-04,319.31,330.29,313.89,329.72,319.47,318.14
2022-05-05,325.17,325.25,309.62,313.38,325.25,323.35
2022-05-06,310.95,315.09,305.1,309.4,311.73,306.64
2022-05-09,303.46,306.0,295.72,297.22,306.0,302.77
2022-05-10,304.5,305.76,296.57,300.79,305.76,302.68
2022-05-11,298.44,304.09,290.95,291.78,300.23,296.01
2022-05-12,287.45,295.75,284.94,291.24,289.42,285.36
2022-05-13,295.72,303.0,294.08,301.9,296.52,294.08
2022-05-16,300.13,302.26,297.13,298.51,300.67,298.3
2022-05-17,304.42,306.56,300.55,306.25,305.13,303.63
2022-05-18,301.54,302.25,289.88,291.09,302.25,300.72
2022-05-19,289.29,294.39,287.58,289.6,292.06,289.26
2022-05-20,293.13,293.8,280.21,288.54,293.8,291.23
2022-05-23,289.75,293.87,287.29,293.42,290.19,288.13
2022-05-24,288.13,288.86,282.25,287.25,288.86,286.72
2022-05-25,285.71,293.39,285.5,291.33,288.76,285.5
2022-05-26,290.44,300.92,290.15,299.28,293.96,290.15
2022-05-27,302.53,309.25,302.42,309.23,304.78,302.42
2022-05-31,309.08,311.33,304.33,308.29,309.35,306.15
2022-06-01,310.47,312.65,303.73,305.98,312.43,310.43
2022-06-02,304.85,314.56,303.4,314.43,305.35,303.4
2022-06-03,309.03,310.47,304.92,306.1,310.14,308.16
2022-06-06,310.75,312.35,305.62,307.29,311.79,309.5
2022-06-07,303.81,310.67,302.68,309.95,305.02,302.68
2022-06-08,309.05,311.72,306.77,307.71,310.26,307.95
2022-06-09,305.91,309.05,299.23,299.28,307.25,305.34
2022-06-10,293.65,294.87,288.38,288.71,294.87,291.98
2022-06-13,279.75,282.34,274.53,275.48,282.34,279.64
2022-06-14,277.72,278.66,273.33,276.06,278.37,276.46
2022-06-15,279.44,286.83,276.61,282.89,280.2,278.76
2022-06-16,275.59,276.06,269.28,271.64,276.06,273.91
2022-06-17,272.15,277.19,270.51,274.7,274.64,272.03
2022-06-21,278.75,283.45,278.64,281.19,281.16,278.64
2022-06-22,278.52,285.18,277.91,280.7,279.85,277.91
2022-06-23,283.2,285.72,280.31,284.9,283.78,280.77
2022-06-24,287.76,295.0,287.5,294.99,289.53,287.5
2022-06-27,296.0,296.58,291.29,292.5,296.58,293.25
2022-06-28,293.0,295.65,283.35,283.47,295.65,292.59
2022-06-29,283.4,285.34,280.84,283.89,283.9,281.07
2022-06-30,280.75,283.89,275.78,280.24,281.52,278.31
2022-07-01,278.95,282.53,277.03,282.13,280.25,277.4
2022-07-05,278.3,287.08,276.75,287.02,278.55,276.75
2022-07-06,287.35,290.95,285.59,288.75,288.74,285.91
2022-07-07,289.66,295.7,289.63,294.94,291.78,289.63
2022-07-08,292.08,296.75,291.12,295.38,293.49,291.33
2022-07-11,292.84,293.11,288.14,288.97,293.11,289.6
2022-07-12,290.32,292.28,284.61,286.19,292.28,289.94
2022-07-13,280.59,288.05,280.02,285.64,283.33,280.02
2022-07-14,282.99,287.56,279.8,286.7,283.93,280.74
2022-07-15,289.75,291.98,288.08,291.88,291.23,289.71
2022-07-18,294.72,296.16,288.2,289.41,295.49,293.85
2022-07-19,293.14,298.6,291.47,298.24,293.7,292.1
2022-07-20,298.73,304.24,297.93,303.02,299.69,297.93
2022-07-21,303.5,307.44,300.78,307.43,304.17,301.7
2022-07-22,306.44,308.55,300.11,302.0,307.35,305.46
2022-07-25,302.02,302.5,298.22,300.35,302.5,300.36
2022-07-26,298.51,298.77,293.54,294.35,298.77,296.97
2022-07-27,299.04,308.54,298.46,306.74,300.14,298.46
2022-07-28,306.59,310.4,302.74,309.76,307.69,305.97
2022-07-29,311.38,316.39,309.93,315.43,311.79,309.93
2022-08-01,313.66,318.81,312.53,315.24,314.36,312.53
2022-08-02,312.92,318.55,311.84,314.29,314.39,312.61
2022-08-03,316.05,323.73,315.99,322.83,318.36,315.99
2022-08-04,322.92,324.72,320.77,324.32,323.91,322.21
2022-08-05,319.19,323.83,318.39,321.79,321.35,319.09
2022-08-08,322.69,326.47,319.21,320.7,324.45,321.91
2022-08-09,318.77,319.03,315.42,317.04,319.03,317.2
2022-08-10,324.58,326.23,322.06,325.92,325.05,322.99
2022-08-11,328.29,330.36,323.36,324.07,328.62,327.47
2022-08-12,326.18,330.59,325.1,330.54,326.49,325.1
2022-08-15,329.42,333.57,329.4,333.1,331.15,329.4
2022-08-16,332.06,334.43,329.16,332.31,332.47,331.26
2022-08-17,329.07,331.43,326.36,328.49,330.22,328.92
2022-08-18,328.44,330.49,326.79,329.31,328.6,327.12
2022-08-19,326.17,326.84,322.08,322.89,326.84,325.42
2022-08-22,318.5,318.74,313.53,314.45,318.74,317.05
2022-08-23,314.1,317.0,313.33,314.1,315.39,313.95
2022-08-24,313.54,316.87,312.99,315.01,314.33,312.99
2022-08-25,316.85,320.6,315.75,320.53,316.99,315.86
2022-08-26,320.28,321.51,307.35,307.42,320.58,319.52
2022-08-29,304.62,307.22,303.28,304.4,306.86,304.01
2022-08-30,306.1,306.73,298.44,301.0,306.73,305.35
2022-08-31,304.0,304.91,299.16,299.26,304.03,301.97
2022-09-01,296.72,299.78,292.95,299.43,297.15,295.89
2022-09-02,302.34,303.75,293.52,295.21,302.61,300.2
2022-09-06,295.66,296.6,290.87,293.07,296.6,294.54
2022-09-07,293.54,299.99,293.27,298.95,295.43,293.42
2022-09-08,296.85,301.87,295.45,300.51,296.85,295.45
2022-09-09,302.83,307.6,302.79,307.03,304.35,302.79
2022-09-12,308.5,311.08,308.18,310.76,309.33,308.28
2022-09-13,301.76,303.02,292.78,293.63,303.02,300.5
2022-09-14,294.87,296.93,293.06,296.07,295.08,293.16
2022-09-15,294.07,296.53,289.46,291.02,294.51,293.53
2022-09-16,287.72,289.72,285.62,289.22,287.78,286.25
2022-09-19,286.15,291.21,286.04,291.1,287.67,286.04
2022-09-20,288.49,291.07,286.38,288.69,289.22,288.03
2022-09-21,289.61,293.95,283.42,283.42,289.97,289.02
2022-09-22,282.0,283.03,278.81,280.05,282.94,281.53
2022-09-23,277.55,277.85,272.02,275.52,277.85,276.16
2022-09-26,274.98,279.49,273.57,274.15,277.51,274.75
2022-09-27,277.81,280.21,272.11,274.52,279.84,277.61
2022-09-28,274.46,281.25,272.94,279.88,274.71,272.94
2022-09-29,275.9,276.25,268.84,272.03,276.25,274.47
2022-09-30,271.03,275.19,267.1,267.18,272.47,270.0
2022-10-03,269.07,275.16,267.53,273.56,269.65,267.98
2022-10-04,278.99,282.85,278.99,282.18,280.47,278.99
2022-10-05,278.29,283.81,275.42,281.96,279.62,278.12
2022-10-06,280.97,284.18,279.43,279.8,283.37,280.95
2022-10-07,275.02,275.15,267.74,269.04,275.15,273.82
2022-10-10,269.31,269.7,263.64,266.17,269.7,267.2
2022-10-11,264.74,267.63,261.03,262.89,265.32,263.54
2022-10-12,263.4,265.36,261.95,262.73,264.66,261.95
2022-10-13,255.18,270.17,254.26,268.74,255.7,254.26
2022-10-14,271.18,271.81,260.14,260.65,271.81,269.34
2022-10-17,266.79,270.24,266.74,269.48,269.03,266.74
2022-10-18,276.54,277.21,268.74,271.66,277.21,275.46
2022-10-19,269.93,273.68,268.07,270.59,271.95,269.65
2022-10-20,269.58,274.84,267.92,269.02,270.82,269.31
2022-10-21,267.98,275.97,266.82,275.46,269.0,266.82
2022-10-24,275.69,279.4,271.97,278.54,276.62,274.23
2022-10-25,279.41,284.6,279.4,284.27,280.79,279.4
2022-10-26,278.46,283.98,277.43,277.91,279.27,277.43
2022-10-27,276.79,278.28,272.34,272.81,278.28,276.53
2022-10-28,272.23,281.7,272.06,281.22,275.03,272.06
2022-10-31,278.92,279.76,275.99,277.92,279.76,278.09
2022-11-01,281.5,282.07,274.74,275.04,282.07,280.91
2022-11-02,275.08,278.21,265.61,265.66,275.32,273.64
2022-11-03,263.01,264.5,260.1,260.51,263.48,262.11
2022-11-04,265.55,266.61,259.08,264.66,266.32,262.67
2022-11-07,265.75,268.14,263.57,267.58,266.49,263.97
2022-11-08,269.1,272.85,265.52,269.54,269.29,267.89
2022-11-09,267.76,268.56,263.03,263.27,267.77,266.59
2022-11-10,276.01,283.05,273.85,282.69,276.96,274.87
2022-11-11,282.56,288.64,281.19,287.96,283.06,281.19
2022-11-14,285.86,289.22,284.44,285.37,286.46,284.97
2022-11-15,292.21,293.26,285.97,289.42,293.26,291.81
2022-11-16,287.39,287.74,284.6,285.4,287.74,286.68
2022-11-17,280.93,286.32,280.72,284.82,282.09,280.72
2022-11-18,287.89,287.99,282.32,284.78,287.99,285.71
2022-11-21,283.4,284.58,281.04,281.83,284.44,282.87
2022-11-22,282.64,286.11,280.46,285.91,282.9,281.03
2022-11-23,285.98,289.46,285.79,288.86,287.23,285.89
2022-11-25,287.19,287.91,286.42,286.87,287.58,286.42
2022-11-28,284.9,286.96,281.76,282.64,286.48,284.66
2022-11-29,282.94,283.35,279.17,280.54,283.1,282.15
2022-11-30,280.84,293.45,279.97,293.42,281.79,280.47
2022-12-01,293.67,295.75,290.88,293.72,294.56,293.06
2022-12-02,288.54,293.45,288.36,292.61,290.23,288.49
2022-12-05,290.38,291.68,286.15,287.52,291.68,290.19
2022-12-06,287.48,287.62,280.25,281.72,287.62,286.54
2022-12-07,280.47,282.57,278.78,280.44,282.57,280.12
2022-12-08,281.91,284.84,279.79,283.88,282.1,280.24
2022-12-09,282.81,285.64,281.59,282.09,283.44,281.59
2022-12-12,282.21,285.64,281.16,285.62,282.78,281.46
2022-12-13,296.62,296.88,285.91,288.71,296.86,294.06
2022-12-14,288.08,291.41,283.19,286.4,289.8,288.04
2022-12-15,282.33,283.01,275.67,276.92,283.01,280.72
2022-12-16,276.2,277.77,272.61,274.22,276.94,275.7
2022-12-19,273.87,273.96,268.49,269.83,273.96,272.16
2022-12-20,268.55,271.32,266.95,269.57,268.99,267.89
2022-12-21,270.6,274.78,269.74,273.49,271.01,269.74
2022-12-22,270.38,270.52,262.45,266.81,270.52,268.26
2022-12-23,265.46,268.04,263.53,267.45,266.72,263.7
2022-12-27,266.74,266.85,263.03,263.54,266.85,264.71
2022-12-28,263.13,265.47,259.73,260.02,265.47,262.22
2022-12-29,262.96,267.41,262.25,266.51,264.03,262.25
2022-12-30,263.62,266.41,262.29,266.32,264.49,262.97
2023-01-03,268.67,270.16,262.13,264.46,269.52,267.56
2023-01-04,266.61,267.45,262.53,265.75,266.82,264.88
2023-01-05,264.07,264.21,261.26,261.6,264.09,262.31
2023-01-06,263.33,269.94,260.34,268.76,264.63,261.46
2023-01-09,270.82,275.29,269.92,270.54,271.91,270.73
2023-01-10,269.53,272.93,268.97,272.92,272.02,269.38
2023-01-11,273.94,277.66,273.12,277.59,274.7,273.12
2023-01-12,278.12,280.1,273.74,279.04,278.76,276.36
2023-01-13,276.52,281.22,276.16,280.94,277.42,276.37
2023-01-17,280.77,282.85,279.58,281.45,281.27,279.9
2023-01-18,283.15,284.69,277.67,277.87,283.9,282.59
2023-01-19,276.24,277.38,273.89,275.09,277.14,276.0
2023-01-20,276.77,283.02,275.71,282.78,276.79,275.71
2023-01-23,283.51,290.21,282.73,289.01,284.2,282.73
2023-01-24,287.31,289.55,286.78,288.41,287.95,286.84
2023-01-25,283.77,288.36,281.18,287.7,283.77,282.48
2023-01-26,291.22,293.52,288.51,293.38,292.64,291.22
2023-01-27,292.0,298.26,291.88,296.19,293.31,291.88
2023-01-30,292.93,294.38,289.89,290.14,293.56,292.33
2023-01-31,290.31,294.72,290.2,294.67,291.71,290.2
2023-02-01,294.41,303.43,292.3,301.08,294.71,293.41
2023-02-02,307.52,313.68,306.73,311.76,308.77,307.3
2023-02-03,304.94,312.39,304.54,306.19,307.27,304.54
2023-02-06,303.52,305.91,302.22,303.6,304.88,303.33
2023-02-07,303.46,311.03,302.32,309.94,304.04,303.1
2023-02-08,308.54,309.5,303.67,304.38,309.06,307.85
2023-02-09,308.84,308.99,300.2,301.63,308.99,307.47
2023-02-10,299.48,301.57,297.25,299.74,300.92,299.33
2023-02-13,301.13,305.1,299.93,304.59,301.35,299.93
2023-02-14,302.89,307.72,300.91,306.7,303.22,300.91
2023-02-15,304.9,309.27,304.2,309.25,306.32,304.88
2023-02-16,304.38,308.43,303.15,303.28,305.16,303.71
2023-02-17,301.07,301.93,298.1,301.15,301.93,300.42
2023-02-21,297.27,298.73,293.89,294.02,298.19,297.06
2023-02-22,294.62,296.36,292.56,294.2,295.46,294.53
2023-02-23,297.96,298.13,292.55,296.83,298.13,296.62
